마차, 53, 141
카나, 79, 158
타타, 62, 179
마타, 96, 166
카바, 89, 180
가나, 79, 170
타차, 86, 155
나파, 52, 167
마가, 72, 169
파차, 67, 178
타가, 49, 146
자가, 42, 184
타파, 61, 159
다다, 86, 187
사파, 85, 161
나아, 41, 183
사아, 86, 166
마다, 64, 175
타라, 49, 167
파마, 45, 166
마자, 44, 155
파타, 73, 170
하바, 79, 181
하라, 76, 176
나아, 43, 188
하아, 68, 186
사카, 81, 145
사다, 92, 146
파차, 89, 175
마자, 76, 144
다타, 58, 173
다라, 89, 184
파나, 63, 172
타사, 55, 141
라카, 86, 169
바차, 99, 154
바하, 77, 140
바가, 63, 185
카타, 43, 171
타마, 72, 146
나사, 85, 167
아다, 81, 154
자아, 47, 167
아나, 65, 153
카아, 96, 179
타나, 43, 181
마타, 46, 140
마차, 79, 178
차바, 79, 170
라카, 45, 152
라자, 64, 189
가하, 99, 180
바마, 84, 175
가라, 52, 165
바라, 54, 176
바마, 94, 174
다마, 54, 164
카라, 48, 173
아하, 73, 175
차가, 94, 177
나카, 87, 178
바카, 42, 151
자마, 95, 175
마아, 69, 161
나파, 90, 182
마카, 45, 170
하다, 61, 189
마다, 65, 182
카마, 62, 189
사라, 57, 158
라카, 89, 177
바라, 53, 174
라사, 96, 157
다파, 67, 171
가나, 80, 175
차하, 68, 183
사가, 98, 149
마라, 57, 180
사자, 87, 155
다사, 79, 151
마가, 97, 163
마아, 85, 153
카아, 41, 163
하마, 71, 175
아파, 55, 183
타나, 74, 181
아하, 47, 163
타다, 89, 170
아사, 50, 159
바아, 87, 188
차아, 53, 178
카라, 91, 154
바하, 92, 153
아사, 43, 158
바차, 40, 176
라바, 73, 184
다타, 82, 167
타다, 47, 181
라카, 84, 159
가가, 90, 153
사하, 81, 147
바파, 64, 155
라파, 97, 185
타사, 96, 167
다마, 45, 163
타가, 97, 183
나사, 55, 147
라사, 76, 156
하타, 82, 180
라마, 78, 153
카자, 50, 176
하나, 80, 154
아자, 54, 151
자바, 78, 163
차사, 86, 153
다바, 63, 160
바카, 60, 151
파타, 71, 187
아차, 46, 168
파마, 43, 143
파파, 74, 182
가타, 62, 145
하사, 69, 177
자나, 44, 186
자가, 84, 171
마아, 70, 167
타다, 84, 144
차가, 94, 162
사파, 76, 165
타타, 74, 179
나자, 85, 174
가나, 66, 181
타가, 73, 167
마나, 64, 163
아자, 56, 170
나다, 58, 171
마차, 85, 179
나라, 92, 142
하바, 52, 157
마자, 44, 164
차타, 45, 143
자타, 63, 157
사라, 94, 187
나타, 53, 155
바타, 59, 186
사파, 52, 152
라카, 43, 164
카하, 46, 163
하아, 56, 148
타가, 53, 176
바라, 93, 151
차파, 82, 156
바하, 56, 152
타다, 91, 163
다차, 94, 170
아가, 50, 185
사가, 76, 143
마타, 68, 178
다차, 62, 173
카다, 58, 180
파차, 41, 180
라다, 85, 143
차마, 59, 141
차하, 57, 160
가하, 90, 168
바다, 95, 164
다차, 50, 182
아하, 94, 158
하사, 82, 189
마라, 76, 178
타가, 83, 186
타마, 46, 149
가가, 97, 180
차타, 47, 150
마다, 41, 161
사자, 68, 154
자파, 58, 161
가나, 52, 179
가바, 68, 161
파타, 98, 152
마하, 46, 161
다하, 81, 152
다파, 69, 156
바가, 69, 151
카타, 40, 183
타다, 79, 172
가나, 88, 165
사카, 62, 172
자가, 64, 181
가하, 64, 145
차아, 54, 174
가차, 60, 181
라마, 74, 176
마파, 59, 170
나차, 50, 168
바자, 71, 148
나나, 88, 146
라마, 51, 175
타자, 70, 188
타바, 50, 170
카카, 48, 143
사마, 80, 145
바파, 79, 177
아사, 83, 160
타바, 92, 189
아바, 59, 149
타타, 40, 151
카다, 76, 140
타라, 41, 150
마나, 94, 187
하나, 57, 149
파아, 45, 148
다사, 84, 156
바사, 55, 185
바사, 51, 180
타가, 60, 181
바자, 84, 152
바자, 69, 143
타파, 50, 168
사차, 78, 147
마카, 81, 153
다라, 74, 187
자사, 97, 146
자카, 94, 187
마바, 98, 148
라라, 75, 189
라아, 66, 177
사다, 84, 161
마라, 97, 185
가바, 98, 161
카마, 60, 165
사가, 75, 152
바다, 82, 143
차사, 48, 178
나다, 60, 188
타나, 57, 142
아마, 84, 157
아자, 55, 144
바차, 56, 142
파파, 47, 173
파라, 99, 147
마아, 87, 167
라라, 42, 169
카타, 80, 173
라하, 55, 172
사타, 55, 189
파라, 54, 164
자사, 79, 158
하카, 92, 158
가라, 57, 182
타아, 96, 141
사차, 43, 188
사가, 45, 180
마마, 50, 140
사사, 81, 145
하바, 49, 149
사사, 97, 161
자다, 47, 182
차바, 81, 157
타바, 74, 186
차자, 56, 153
라라, 66, 169
가사, 73, 175
다타, 64, 185
가자, 57, 158
타가, 56, 172
마타, 56, 188
하아, 85, 160
라가, 74, 175
사카, 76, 149
사가, 82, 178
바아, 90, 176
자사, 84, 189
파가, 67, 183
차하, 75, 172
사다, 86, 167
파아, 79, 162
라바, 55, 147
다가, 69, 145
하마, 57, 162
사아, 42, 172
라아, 44, 173
사다, 77, 183
파라, 47, 154
파아, 77, 156
타다, 77, 186
아아, 90, 173
카하, 55, 157
다카, 42, 168
다파, 55, 142
타다, 73, 174
나아, 94, 159
하차, 56, 144
하사, 54, 176
카나, 63, 186
하타, 79, 145
라다, 88, 146
다바, 65, 155
아차, 60, 172
바하, 56, 173
사카, 92, 158
카하, 69, 154
다카, 62, 174
아카, 74, 183
차다, 86, 144
가아, 97, 150
자파, 57, 176
마가, 88, 180
카마, 66, 146
하카, 72, 173
사라, 75, 188
다타, 76, 159
파아, 57, 164
나라, 56, 182
바마, 47, 155
마자, 81, 143
카나, 54, 182
가나, 96, 142
자파, 95, 173
가바, 67, 167
나라, 98, 157
나하, 48, 163
자나, 58, 189
파다, 75, 171
카나, 84, 148
라파, 84, 185
타하, 70, 155
가카, 97, 175
카아, 72, 157
자자, 67, 165
사카, 67, 154
카다, 50, 166
다하, 56, 147
다아, 65, 148
타바, 78, 165
카카, 82, 178
차아, 52, 173
가차, 61, 172
자가, 71, 162
마마, 68, 181
바타, 48, 163
나하, 95, 189
다마, 88, 149
나차, 55, 143
마마, 89, 142
라바, 60, 144
파가, 92, 149
마타, 92, 169
아나, 73, 144
바카, 63, 145
라가, 63, 166
다바, 78, 179
마카, 40, 146
타자, 72, 182
파바, 92, 144
하차, 50, 162
아라, 54, 170
다하, 99, 189
카하, 67, 162
가마, 42, 155
파하, 82, 156
타차, 44, 159
마아, 77, 142
다아, 40, 165
하나, 65, 162
파사, 87, 157
라파, 68, 156
하바, 40, 145
아파, 78, 156
라차, 83, 151
아바, 48, 156
다나, 73, 146
마바, 91, 188
다타, 64, 182
파하, 64, 145
마타, 49, 149
나자, 86, 179
바바, 58, 166
마아, 50, 186
자카, 81, 147
자자, 98, 141
하나, 60, 157
타파, 40, 185
파자, 56, 143
바카, 96, 151
하자, 71, 168
아가, 94, 176
다사, 88, 188
바라, 91, 185
나마, 71, 171
바자, 44, 181
라타, 80, 183
하하, 60, 183
아나, 58, 174
사마, 96, 162
다라, 67, 157
카가, 49, 178
라가, 75, 154
자다, 71, 174
하타, 65, 149
사다, 61, 186
카라, 58, 171
타타, 95, 180
차다, 54, 172
카하, 65, 174
자파, 68, 166
파바, 46, 168
카사, 65, 149
자마, 82, 182
나아, 68, 188
하하, 78, 169
아타, 78, 141
자사, 94, 152
라라, 87, 167
자아, 45, 180
마자, 76, 182
마바, 71, 184
자사, 76, 171
파사, 52, 189
가하, 70, 141
하아, 42, 141
파나, 65, 177
타사, 95, 164
아나, 67, 165
다타, 58, 165
다차, 79, 142
